D1,D2,D3,Eta_arrivo_Italia,D7,D8,D9,D9b,D10,D11,D12,D20a,D23,D25,D26,D27a,D27b,D29,D32,D35a,D35b,D35c,D35d,D35e,D35f,D35g,D36
1,1993,1,21,314,1,3,3,3,11,4,0,98,1,900,0,0,50,900,2,2,2,2,2,2,2,2
2,1991,1,16,272,2,5,,5,1,3,1,1,3,2000,0,50,45,1000,1,2,2,2,2,2,2,1
1,1972,1,28,323,2,4,1,5,8,3,2,1,4,3000,50,50,45,1200,1,1,2,2,2,2,2,1
2,1987,1,11,411,2,5,,5,2,1,2,1,4,2300,50,100,45,1200,1,1,2,2,2,2,2,2
1,1973,1,32,455,2,3,1,5,1,4,1,1,3,2000,400,400,40,2000,1,2,2,2,2,2,2,2
1,1985,1,18,419,2,5,2,4,1,5,2,1,4,1150,50,50,37,1150,2,2,2,2,2,2,2,2
2,1985,1,25,436,2,6,1,5,1,4,0,1,1,1500,0,0,40,1500,1,2,1,1,1,2,2,1
1,1990,1,17,436,2,5,3,4,1,3,2,1,1,1200,0,0,48,1200,1,2,2,2,2,2,2,2
1,1980,1,18,330,2,6,,5,8,1,2,1,4,2800,50,50,40,1800,1,2,2,2,2,2,2,1
1,1972,1,28,419,2,6,1,4,1,3,2,1,5,1500,0,0,48,1500,1,2,1,2,2,2,2,1
1,1974,1,33,419,2,6,1,4,1,3,1,1,1,1200,0,350,40,1200,1,2,1,2,2,2,2,1
1,1968,1,30,305,2,5,2,4,1,3,3,1,5,1800,0,0,48,1800,1,2,1,2,2,2,2,1
2,1983,1,22,443,2,3,3,4,2,3,0,2,2,2000,0,0,40,900,1,2,1,2,2,2,2,1
1,1988,1,19,418,1,1,,3,1,7,0,98,1,300,0,0,36,300,2,2,2,2,2,2,2,2
2,1964,1,22,615,4,5,2,4,2,1,2,98,3,1500,0,0,20,900,1,2,1,2,2,2,2,1
1,1972,1,27,419,2,5,3,4,4,1,2,1,4,1500,0,0,40,1500,1,2,1,2,2,2,2,1
1,1970,1,30,419,2,4,,3,1,3,3,1,1,1385,0,600,40,1385,1,2,2,2,2,2,2,2
2,1957,1,41,243,2,2,3,4,3,4,3,1,7,4300,0,0,48,900,1,2,2,2,2,2,2,1
2,1994,2,,436,1,5,2,5,1,1,0,98,7,2000,0,0,20,400,1,2,1,2,2,2,2,1
1,1984,1,21,436,1,3,3,4,1,3,0,2,2,2600,0,100,45,1400,1,1,1,2,1,2,2,1
1,1990,1,14,201,1,5,1,5,11,3,0,98,1,1500,0,0,40,1500,1,2,1,2,2,2,2,1
1,1983,1,23,604,2,5,2,4,2,4,1,1,2,1600,0,150,35,800,1,2,2,2,2,2,2,1
2,1991,1,24,604,1,5,2,2,2,8,0,98,1,600,0,100,30,600,2,2,2,2,2,2,2,2
1,1982,1,25,344,2,4,3,4,1,4,1,1,2,1300,0,100,40,1000,1,2,2,2,2,2,2,2
1,1981,1,29,344,2,,,4,1,3,1,1,3,1200,0,0,35,1200,1,1,2,2,2,2,2,2
2,1983,1,26,235,1,6,2,4,3,2,2,3,4,2000,0,150,44,1250,1,1,2,2,2,2,2,2
2,1982,1,29,311,2,5,2,3,2,3,0,1,2,2200,0,300,40,1000,1,1,1,1,2,2,2,1
1,1986,1,28,311,1,5,2,2,2,4,0,98,1,1000,0,400,40,1000,1,2,1,2,2,2,2,2
1,1984,1,17,344,2,5,2,4,1,3,3,1,5,1400,0,400,40,1400,1,2,1,2,2,2,2,1
1,1967,1,39,419,2,1,,3,1,3,2,1,4,2000,0,0,40,2000,1,2,2,2,2,2,2,1
1,1984,1,21,419,2,2,,3,1,3,2,1,4,1500,0,0,40,1500,1,2,2,2,2,2,2,1
2,1987,1,23,404,1,1,,2,2,4,0,98,1,400,0,0,10,400,1,2,2,2,2,2,2,1
1,1980,1,31,443,1,1,,2,1,4,0,98,1,600,0,0,20,600,1,2,2,2,2,2,2,1
1,1981,1,23,411,2,2,1,3,1,3,1,2,3,2500,0,0,30,1200,1,1,2,2,2,2,2,1
2,1982,1,21,458,1,2,1,3,2,3,0,1,2,2000,0,0,40,1500,1,1,2,2,2,2,2,1
1,1966,1,35,411,1,3,1,3,2,3,0,98,1,800,0,0,48,800,1,1,2,2,2,2,2,1
1,1976,1,33,404,2,2,1,3,1,3,2,1,2,1200,0,0,40,1200,1,1,2,2,2,2,2,1
2,1991,1,24,450,1,3,1,4,2,4,0,98,1,500,0,0,10,500,1,2,2,2,2,2,2,1
2,1989,1,15,609,2,3,1,4,2,4,2,1,4,2500,0,200,40,1800,1,1,1,1,1,2,2,1
1,1977,1,26,404,2,6,1,4,2,3,1,1,1,1500,300,300,50,1500,1,1,2,2,2,2,2,2
2,1994,1,20,436,1,5,,3,1,4,0,98,4,1500,0,0,22,500,2,2,2,2,2,2,2,2
1,1950,1,49,460,2,3,4,4,1,3,4,1,5,1000,100,100,30,1000,1,2,2,2,2,2,2,2
2,1977,1,23,615,2,5,1,5,2,3,2,1,5,2000,100,100,36,980,1,2,2,2,2,2,2,1
1,1965,1,35,460,2,5,,4,1,4,1,1,3,1200,100,100,30,1000,1,2,2,2,2,2,2,2
1,1970,1,44,443,2,4,3,4,2,6,3,1,1,800,200,200,20,800,2,2,2,2,2,2,1,2
2,1978,1,24,615,1,4,3,3,2,3,0,98,1,1100,0,0,40,1100,2,2,2,2,2,2,2,2
2,1966,1,34,615,2,5,1,4,2,3,2,1,4,2200,0,0,35,1100,2,2,2,2,2,2,2,2
1,1984,1,23,436,1,5,3,4,1,3,0,98,1,900,0,0,30,900,2,2,2,2,2,2,2,2
1,1973,1,28,466,2,5,1,4,1,1,1,2,3,3000,0,300,30,1000,2,2,2,2,2,2,2,2
2,1952,1,48,608,4,3,4,5,2,3,1,98,1,1000,200,200,50,1000,2,2,2,2,2,2,2,2
2,1990,1,14,609,2,4,2,2,5,3,3,1,4,1800,200,200,28,1200,1,2,2,2,2,2,2,1
1,1975,1,25,450,2,6,1,5,1,3,2,1,4,2400,0,100,40,1300,1,2,2,2,2,2,2,2
1,1982,1,15,436,1,3,1,4,1,3,0,98,1,1800,0,300,40,1800,1,2,2,2,2,2,2,2
1,1973,1,21,330,2,1,,4,1,3,3,1,5,2300,0,0,60,2300,1,1,1,2,2,2,2,1
1,1990,1,18,254,1,5,2,4,2,3,0,98,1,1100,0,0,40,1100,1,2,2,2,2,2,2,2
1,1993,2,,436,1,5,,5,1,1,0,98,4,1300,0,0,15,300,1,1,2,2,2,2,2,2
1,1980,1,27,235,1,5,2,4,2,2,0,98,1,800,0,0,55,800,1,1,2,2,2,2,2,2
1,1985,1,20,235,2,5,2,4,2,2,1,1,3,1600,0,0,40,1400,1,2,2,2,2,2,2,2
2,1996,2,,615,1,5,,5,2,3,0,98,5,2000,0,0,20,200,1,1,2,2,2,2,2,2
2,1983,1,21,402,2,5,2,4,2,3,2,1,4,2000,0,0,20,600,1,1,1,2,2,2,2,1
1,1959,1,31,201,2,5,2,5,1,3,3,1,5,1800,0,0,40,1800,1,1,2,2,2,2,2,1
1,1961,1,38,436,2,3,2,4,1,1,4,1,6,1900,0,0,40,1800,1,2,2,2,2,2,2,1
2,1983,1,23,436,2,5,2,3,1,4,2,1,4,780,0,0,30,780,1,2,2,2,2,2,2,2
1,1986,1,14,450,1,3,2,3,1,4,0,98,1,600,0,0,40,600,2,1,2,2,2,2,2,2
1,1975,1,28,344,2,3,2,3,1,3,3,1,5,1200,0,0,40,800,1,2,2,2,2,2,2,2
1,1970,1,31,314,2,5,,3,7,3,2,1,4,1700,0,0,40,1000,1,2,2,2,2,2,2,1
2,1973,1,27,436,3,3,2,4,1,1,2,98,3,800,0,0,30,800,1,1,2,2,2,2,2,1
2,1983,1,27,235,2,5,2,3,2,2,1,1,1,1000,400,400,50,1000,1,1,2,2,2,2,2,2
1,1978,1,20,436,2,3,2,4,1,3,3,1,5,1200,0,0,40,1200,1,2,2,2,2,2,2,2
2,1980,1,21,404,2,6,,5,2,3,1,2,3,2500,0,0,30,700,1,1,2,1,2,2,2,1
2,1975,1,23,323,2,4,2,5,1,3,2,2,4,2200,0,0,30,700,1,1,1,2,2,2,2,1
1,1995,1,2,608,1,5,,5,11,3,0,98,4,1600,0,0,10,200,1,1,2,2,2,2,2,2
2,1994,2,,419,1,5,,5,1,3,0,98,5,1700,0,0,15,300,1,1,2,2,2,2,2,1
1,1980,1,23,305,2,3,,5,1,3,2,1,4,1400,0,0,40,1400,1,1,2,2,1,2,2,1
1,1990,2,,605,1,6,,5,2,1,0,98,1,1300,0,0,30,1300,1,1,1,2,2,2,2,2
1,1979,1,22,450,2,5,2,4,1,3,3,1,1,1000,0,0,40,1000,1,1,2,2,2,2,2,2
2,1959,1,30,605,2,6,2,5,2,1,2,2,2,1500,0,0,35,500,1,1,1,2,1,2,2,1
2,1995,1,4,330,1,5,,5,9,3,0,98,6,2100,0,0,15,300,1,1,1,2,2,2,2,1
2,1982,1,27,243,2,3,2,3,2,5,0,1,1,950,0,0,48,950,1,2,2,2,2,2,2,1
1,1978,1,19,436,2,5,,5,1,3,3,1,5,1850,0,0,40,900,1,2,1,2,2,2,2,2
1,1990,2,,423,1,5,,5,2,3,0,98,5,1600,0,0,10,400,1,1,2,2,2,2,2,2
2,1981,1,25,233,4,5,2,4,2,2,0,98,1,1000,0,0,50,1000,1,1,2,2,2,2,2,2
1,1978,1,22,314,2,5,2,5,7,3,2,1,4,2000,0,0,40,1800,1,2,2,2,2,2,2,1
1,1960,1,30,436,3,3,2,4,1,1,5,98,3,1600,0,0,48,1600,1,2,2,2,2,2,2,1
1,1995,2,,428,1,5,,5,2,3,0,98,5,1700,0,0,20,400,1,1,2,2,2,2,2,2
2,1975,1,,514,2,5,2,5,2,3,2,2,4,1900,0,0,48,1900,1,1,1,2,2,2,2,1
1,1976,1,28,419,2,5,,5,1,3,3,1,5,1500,0,0,40,1500,1,1,2,2,2,2,2,1
1,1996,2,,443,1,5,,5,2,3,0,98,5,1800,0,0,15,140,2,2,2,2,2,2,2,2
2,1995,2,,436,1,5,,5,1,1,0,98,6,1900,0,0,4,150,1,2,2,2,2,2,2,1
1,1955,1,53,243,3,3,2,3,2,4,2,98,1,900,0,0,50,900,1,1,1,2,2,2,2,1
1,1981,1,19,609,1,5,2,5,2,3,0,98,1,1200,0,0,40,1200,1,2,2,2,2,2,2,2
2,1974,1,29,436,3,3,2,3,1,3,2,98,3,900,0,0,50,900,1,2,2,2,2,2,2,1
2,1976,1,28,233,4,5,4,5,2,2,2,98,3,1300,0,0,45,1300,1,2,2,2,2,2,2,1
1,1995,1,7,201,1,5,,5,1,3,0,98,3,1200,0,0,15,200,1,1,2,2,2,2,2,2
1,1979,1,22,235,2,5,3,4,3,2,3,1,5,1700,0,0,48,1700,1,2,2,2,2,2,2,2
2,1981,1,25,235,4,5,4,5,2,2,2,98,3,1700,0,0,30,1200,1,1,2,2,2,2,2,1
1,1970,1,29,460,2,5,2,4,1,3,3,1,5,2000,0,0,40,2000,1,2,2,2,2,2,2,2
1,1972,1,20,460,2,3,2,5,1,3,3,1,1,1200,0,300,40,1200,1,1,2,2,2,2,2,2
2,1995,1,0,419,1,5,,5,1,1,0,98,3,1800,0,150,40,900,1,2,1,2,2,2,2,1
2,1991,2,,233,1,5,,5,3,1,0,98,2,1500,0,0,40,1000,1,1,2,2,2,2,2,2
2,1991,1,2,602,1,4,,5,11,3,0,98,3,2900,0,0,40,900,1,2,2,2,2,2,2,1
2,1993,1,14,235,4,99,99,5,3,2,0,98,3,3000,0,0,70,1000,1,1,1,1,1,2,2,1
2,1979,1,23,314,2,2,3,4,11,4,0,1,3,2200,0,0,56,1000,1,2,1,2,2,2,2,1
1,1962,1,42,344,2,3,2,5,1,3,1,1,2,1600,350,350,45,1600,2,2,2,2,2,2,2,2
1,1962,1,36,271,2,3,1,5,3,3,1,1,3,1900,0,0,40,900,1,2,1,2,2,2,2,2
1,1978,1,23,243,1,3,1,5,11,1,0,98,2,3000,0,0,40,2000,2,2,2,2,2,2,2,1
1,1980,1,16,423,2,3,2,4,5,3,2,1,3,2600,220,220,40,1100,1,1,1,2,2,2,2,1
2,1983,1,23,428,2,3,2,4,5,1,1,2,3,2600,200,200,20,800,1,2,1,1,2,1,2,1
1,1991,1,3,411,1,4,,5,6,1,0,98,2,1200,0,0,40,1000,1,1,1,2,2,2,2,1
2,1983,1,27,201,2,3,2,4,2,4,0,1,3,3200,0,0,24,600,2,1,1,1,2,2,2,1
2,1988,1,20,235,4,4,1,4,4,2,0,1,2,2800,800,800,40,1400,1,1,2,2,2,2,2,1
1,1969,1,40,460,2,4,2,4,1,4,1,1,2,1100,250,250,48,850,2,2,2,2,2,2,2,2
1,1976,1,25,436,2,3,2,4,1,3,1,1,3,1200,0,0,40,1200,1,1,1,1,2,2,2,1
1,1965,1,31,436,2,3,2,5,1,1,2,1,3,3000,1000,1000,48,1250,1,1,1,2,2,2,2,1
1,1990,1,,253,1,5,,5,1,1,0,98,2,2800,300,300,40,1200,1,2,2,2,2,2,2,1
1,1991,1,3,404,1,4,,5,11,1,0,98,2,1600,0,0,36,600,2,1,2,2,2,2,2,2
2,1995,1,13,209,1,4,3,5,3,2,0,98,1,1200,200,200,48,1200,1,2,1,1,2,2,2,1
2,1981,1,22,605,1,3,2,4,2,3,0,98,1,1200,300,300,48,1200,1,1,1,1,1,2,2,1
1,1965,1,33,436,3,1,,4,1,3,0,98,1,1000,0,0,48,1000,1,2,1,2,2,2,2,1
1,1992,2,,330,1,4,,5,9,1,0,98,3,2400,0,0,40,1200,1,1,1,1,2,2,2,2
1,1972,1,35,344,2,3,2,4,1,4,0,1,2,1600,200,200,40,1200,1,2,1,1,2,2,2,1
1,1986,1,15,235,1,4,1,5,3,2,0,98,3,1800,0,0,48,1000,2,2,2,2,2,2,2,2
1,1987,1,17,450,1,3,,5,1,3,0,98,2,1600,0,0,40,800,1,2,2,2,2,2,2,2
2,1974,1,35,235,2,4,1,4,2,2,1,1,2,1600,250,250,48,1000,2,2,2,2,2,2,2,2
1,1993,1,6,272,1,3,,5,1,1,0,98,3,2200,200,200,46,900,1,2,2,2,2,2,2,2
1,1971,1,18,450,2,3,2,5,1,3,1,2,3,2100,250,250,40,950,1,1,1,1,1,2,2,1
1,1992,1,3,436,1,4,,5,1,1,0,98,2,1600,100,100,40,1000,1,2,1,2,2,2,2,1
1,1968,1,29,435,2,4,2,4,1,3,2,1,4,2300,350,350,40,950,1,1,1,2,1,2,2,1
1,1987,1,19,201,2,3,3,4,3,4,0,3,2,1900,0,0,40,1100,2,1,1,1,2,2,2,2
1,1993,1,10,344,2,2,2,4,1,4,0,1,2,900,150,150,48,650,2,1,1,2,2,2,2,2
1,1988,1,12,460,1,4,,5,1,3,0,98,2,1950,250,250,40,1350,2,2,2,2,2,2,2,2
2,1986,1,11,419,1,3,,5,1,3,0,98,2,950,0,0,40,950,1,2,1,2,2,2,2,1
2,1972,1,28,608,2,3,2,4,2,3,0,1,1,900,250,250,48,900,1,2,2,2,2,2,2,1
1,1996,2,,423,1,4,,5,5,1,0,98,3,2300,0,0,48,900,1,2,1,1,2,2,2,1
1,1991,1,18,314,1,3,3,3,11,4,0,98,3,2200,0,0,40,800,2,1,1,2,2,2,2,2
2,1968,1,27,436,2,4,2,5,1,1,2,1,3,2800,800,800,48,2000,1,2,1,1,2,2,2,1
1,1996,1,10,330,1,3,,5,8,3,0,98,4,3200,350,350,40,1100,2,1,2,2,2,2,2,1
2,1992,1,19,235,1,4,3,5,3,2,0,98,2,1650,150,150,40,1000,1,1,1,1,2,2,2,2
1,1974,1,22,436,2,3,2,5,1,1,2,1,4,1800,0,0,40,1100,1,2,1,2,2,2,2,1
1,1968,1,38,330,2,2,3,3,8,4,2,1,1,1200,600,600,40,1200,1,1,2,2,2,2,2,2
1,1989,1,17,330,1,3,2,4,7,3,0,98,2,800,0,0,30,600,1,2,2,2,2,2,2,2
1,1993,1,3,419,1,5,,5,1,1,0,98,3,1950,350,350,40,950,1,1,1,1,1,2,2,1
2,1985,1,25,516,4,3,2,4,2,4,1,2,2,1300,150,150,40,1300,1,1,1,2,1,2,2,1
1,1974,1,31,305,2,2,2,3,1,5,1,1,3,2150,250,250,48,2150,1,2,2,2,2,2,2,2
1,1995,2,,330,1,4,,5,8,1,0,98,4,2100,250,250,40,950,1,1,1,1,2,2,2,2
1,1987,1,20,314,1,6,1,4,5,4,0,98,1,700,0,0,15,700,2,2,2,2,2,2,2,2
2,1981,1,20,314,2,3,3,3,5,3,2,1,4,1000,0,0,30,400,1,2,2,2,2,2,2,2
2,1983,1,20,314,4,5,2,3,11,3,1,98,1,860,0,0,40,860,1,2,2,2,2,2,2,2
2,1976,1,28,314,2,2,3,1,11,5,2,1,4,1400,0,0,40,800,2,2,2,2,2,2,2,2
2,1983,1,23,314,1,5,3,3,11,4,3,1,4,2000,0,600,50,1000,1,2,2,2,2,2,2,2
1,1975,1,23,314,2,3,2,2,11,3,3,1,4,1800,0,600,48,1100,2,1,2,2,2,2,2,2
2,1979,1,24,314,2,3,2,3,11,3,2,1,4,1800,0,0,40,1100,1,1,1,2,2,2,2,2
2,1973,1,27,527,1,6,1,5,11,1,0,98,1,800,0,0,30,800,1,2,1,2,2,2,2,1
2,1974,1,29,320,4,6,1,5,7,1,0,98,1,600,0,0,10,600,1,2,2,2,2,2,2,2
2,1960,1,52,243,3,5,3,3,2,4,2,98,1,1300,1000,1000,48,1300,1,2,1,2,2,2,2,1
1,1978,1,26,314,2,3,3,1,7,4,0,1,2,2200,300,300,70,900,1,2,1,1,2,2,2,2
1,1995,1,14,314,1,4,1,5,11,4,0,98,1,1100,0,0,30,1100,2,2,2,2,2,2,2,2
1,1986,1,27,244,2,5,1,4,2,2,1,1,3,1600,0,0,45,1600,1,2,2,2,2,2,2,2
2,1974,1,32,314,2,5,3,3,11,4,1,2,2,1600,500,500,48,1150,2,2,2,2,2,2,2,2
1,1973,1,26,305,2,3,4,3,1,4,2,1,4,1100,50,50,40,1100,1,2,2,2,2,2,2,2
1,1968,1,23,348,2,6,,5,4,1,1,2,3,4600,600,600,48,2400,2,2,2,1,2,2,2,1
1,1989,1,26,301,2,3,2,2,1,4,2,1,1,600,300,300,65,600,1,2,2,2,2,2,2,2
1,1982,1,25,351,2,4,4,4,1,3,1,1,3,2000,200,200,60,2000,1,2,1,2,2,2,2,2
1,1976,1,30,404,2,3,3,4,2,3,2,1,1,600,200,200,30,600,2,2,2,2,2,2,2,2
2,1980,1,26,609,2,3,2,4,2,3,2,3,4,1600,0,0,55,800,1,1,1,2,1,2,2,1
1,1975,1,27,235,2,3,2,5,3,2,1,1,3,1600,0,0,45,1600,2,2,2,2,2,2,2,2
2,1980,1,25,619,2,5,2,5,2,3,2,2,4,1800,0,0,45,1200,1,2,1,2,2,2,2,1
2,1976,1,24,245,2,6,2,5,3,1,1,1,3,2500,0,0,40,1000,1,2,2,2,2,2,2,1
1,1972,1,26,419,2,6,2,4,1,1,2,1,4,2000,300,300,60,2000,1,2,1,2,1,2,2,2
1,1970,1,29,450,2,4,2,4,1,3,2,1,6,2200,0,200,30,1000,2,2,2,2,2,2,2,2
1,1972,1,29,436,2,5,2,4,1,3,1,1,3,1100,0,0,40,1100,1,2,2,2,2,2,2,2
2,1968,1,29,609,2,2,3,4,2,3,2,1,4,1800,0,0,30,700,1,2,1,2,2,2,2,2
2,1975,2,,209,2,3,2,5,11,2,1,1,3,1300,0,200,26,500,1,1,1,2,2,2,2,2
1,1982,1,17,517,1,3,2,4,2,3,2,1,2,2100,0,200,60,1100,1,1,2,2,2,2,2,2
2,1979,1,27,245,2,6,1,5,3,1,2,2,5,3700,0,0,40,1200,1,2,1,2,2,2,2,1
1,1980,1,24,323,2,3,3,3,10,3,1,1,3,1000,0,100,45,600,1,2,1,2,2,2,2,2
1,1990,1,16,235,2,5,1,5,3,2,0,1,2,1300,0,0,30,800,1,1,2,2,2,2,2,1
2,1985,1,28,314,2,3,2,2,7,4,1,1,2,3000,1000,1000,54,1300,1,2,2,2,2,2,2,2
2,1984,1,29,314,2,2,2,2,7,4,2,1,2,3000,300,300,56,1200,1,2,1,2,1,2,2,2
1,1985,1,21,314,2,3,2,3,11,3,2,1,6,4000,0,0,56,2000,1,1,2,2,2,2,2,2
1,1982,1,27,314,2,3,2,1,7,4,1,1,1,600,0,0,60,600,2,2,2,2,2,2,2,2
1,1995,1,17,314,1,5,2,2,5,4,0,98,1,1000,0,0,54,1000,1,2,2,2,2,2,2,2
2,1984,1,19,314,2,3,2,2,7,4,2,1,4,1800,0,0,50,800,2,2,1,2,2,2,2,2
1,1972,1,40,314,2,3,2,2,11,4,1,1,2,2000,0,500,70,1000,1,2,2,2,2,2,2,2
2,1978,1,37,314,2,3,2,1,11,4,1,1,2,2000,0,1000,90,1000,2,2,2,2,1,2,2,2
2,1984,1,25,314,2,3,2,1,7,4,2,1,2,3000,0,0,75,1500,1,2,1,2,1,2,2,1
1,1977,1,27,314,2,3,2,3,7,3,3,1,5,2000,0,0,70,2000,1,2,2,2,2,2,2,1
1,1992,1,14,314,1,5,2,3,11,3,0,1,4,6000,0,0,50,2200,1,2,2,2,2,2,2,1
1,1991,1,23,305,1,6,2,2,7,4,0,98,1,250,0,0,20,250,2,2,2,2,2,2,2,1
2,1989,1,13,305,2,4,1,5,8,3,0,1,2,2000,500,800,40,1100,2,2,2,2,2,2,2,1
2,1993,1,18,314,1,6,1,3,11,4,0,98,1,1000,0,0,20,1000,2,2,2,2,2,2,2,2
1,1980,1,12,323,4,3,2,4,2,1,2,3,5,2500,0,0,40,1500,1,2,2,2,2,2,2,1
2,1953,1,37,517,3,2,3,3,5,3,8,98,3,2300,200,350,40,800,1,2,1,2,1,2,2,1
2,1975,1,29,615,1,3,2,4,2,4,0,98,1,900,300,300,40,900,2,2,2,2,2,2,2,2
2,1959,1,38,609,1,3,2,4,2,4,1,1,3,800,0,0,20,800,1,1,1,2,2,2,2,1
1,1970,1,28,419,2,5,4,3,1,3,5,3,7,1000,0,0,25,1000,2,2,2,2,2,2,2,2
1,1965,1,36,609,4,5,3,4,2,4,1,98,1,1200,250,250,40,1200,2,2,2,2,2,2,2,2
1,1981,1,30,517,1,3,2,3,2,4,1,3,3,2000,100,100,48,1200,2,2,2,2,2,2,2,2
2,1965,1,31,348,2,6,3,5,3,1,2,2,4,2300,200,200,15,600,1,2,1,2,2,2,2,1
2,1981,1,23,517,1,3,4,5,5,4,6,1,8,2400,0,0,12,500,2,1,2,2,2,2,2,2
2,1994,1,11,243,1,5,1,5,3,3,0,98,2,1500,0,0,20,500,1,2,1,2,2,2,2,1
2,1980,1,20,517,1,3,2,5,5,4,3,3,4,2000,0,0,20,800,2,2,2,2,2,2,2,1
1,1975,1,35,517,1,3,2,3,5,8,0,98,1,500,0,0,15,500,2,2,2,2,2,2,2,2
1,1982,1,32,401,2,3,3,3,1,8,1,1,1,800,400,400,40,800,2,2,2,2,2,2,2,2
2,1979,1,21,609,2,5,4,5,2,3,2,1,4,2300,0,0,20,600,1,2,2,2,2,2,2,1
2,1973,1,26,609,2,5,3,4,2,4,3,3,5,1500,0,0,15,600,2,2,2,2,2,2,2,1
1,1978,1,27,201,1,5,4,4,2,3,1,2,3,2000,200,200,50,1600,1,2,1,2,1,2,2,2
2,1988,1,13,609,1,6,1,5,2,3,0,3,2,2000,0,0,20,700,1,2,2,2,2,2,2,1
1,1978,1,25,609,4,5,2,5,2,3,1,98,2,2200,300,300,18,1300,2,2,2,2,2,2,2,2
2,1970,1,36,311,2,3,2,3,1,3,0,2,2,800,0,0,25,500,1,2,1,2,2,2,2,1
1,1974,1,22,609,2,5,4,4,2,3,3,1,5,2000,0,0,36,1200,2,2,2,2,2,2,2,1
1,1970,1,27,311,2,3,2,4,7,4,2,1,1,1000,500,500,48,1000,2,2,2,2,2,2,2,2
1,1978,1,22,609,2,5,3,5,2,3,0,1,2,1800,250,250,52,1500,1,2,1,1,1,2,2,1
2,1983,1,18,609,1,3,1,5,2,3,2,98,3,1200,100,100,40,1200,1,2,2,2,2,2,2,1
2,1959,1,29,235,2,6,1,5,2,2,1,2,3,3600,0,0,50,2000,1,1,1,1,1,2,2,1
2,1987,1,24,201,2,3,2,4,1,5,3,1,5,1500,0,0,15,500,2,2,2,2,2,2,2,1
1,1985,1,30,311,2,2,2,3,1,8,2,1,1,750,300,300,40,750,2,1,2,2,2,2,1,2
1,1980,1,20,436,2,5,2,3,1,3,5,1,2,1500,500,500,48,1500,1,2,2,2,2,2,2,2
1,1970,1,32,436,2,5,2,4,1,3,3,1,5,1200,0,0,44,1200,1,2,2,2,2,2,2,2
2,1964,1,27,615,2,6,2,5,2,1,2,1,5,3000,0,0,40,1350,1,2,1,2,2,2,2,1
1,1968,1,23,201,2,5,2,5,11,3,2,1,4,2300,400,500,46,1500,1,2,2,2,2,2,2,2
1,1980,1,29,419,2,3,2,3,1,4,1,1,1,1000,400,400,60,1000,2,2,2,2,2,2,2,2
1,1983,1,25,419,1,6,2,5,1,4,0,98,1,900,150,150,30,900,2,2,2,2,2,2,2,2
1,1980,1,22,419,2,3,2,5,1,3,2,1,1,1000,500,500,30,1000,1,2,1,2,2,2,2,2
1,1982,1,25,332,2,6,1,5,1,3,2,1,1,1200,500,500,25,1200,1,2,2,2,2,2,2,2
2,1983,1,12,235,1,5,1,5,3,1,0,2,2,2600,0,0,40,1400,1,2,1,1,1,2,2,1
1,1970,1,23,419,2,3,3,5,1,1,3,1,5,1400,0,0,45,1400,1,1,1,2,1,2,1,2
1,1982,1,25,450,2,2,3,4,1,4,2,1,5,2000,0,200,25,700,2,2,2,2,2,2,2,2
2,1972,1,24,404,2,4,1,5,2,3,4,1,6,1900,0,0,40,1250,1,2,2,2,2,2,2,1
2,1990,1,20,517,1,2,3,4,2,4,2,3,3,400,0,0,6,300,2,2,2,2,2,2,2,2
1,1976,1,25,419,2,4,4,5,1,3,2,1,1,1800,700,700,45,1800,1,2,1,2,2,2,2,2
2,1962,1,40,245,2,6,2,5,3,1,1,2,2,1200,0,0,40,1200,1,2,2,2,2,2,2,1
1,1960,1,22,450,4,4,2,5,2,1,4,3,2,1800,0,0,25,700,1,2,1,2,1,1,2,1
2,1986,1,22,615,1,5,1,5,2,4,0,98,4,2500,0,200,17,550,1,2,1,2,2,2,2,1
2,1980,1,30,517,1,5,2,4,5,8,3,98,4,1500,250,250,40,1500,2,1,1,1,1,2,2,1
2,1959,1,50,243,4,5,4,4,3,4,2,98,1,1000,500,500,50,1000,1,1,1,2,2,2,2,1
2,1960,1,41,243,3,4,3,5,3,3,3,98,1,1100,300,300,50,900,1,2,1,1,2,2,2,1
1,1980,1,30,458,2,3,3,4,6,4,2,1,1,1300,400,400,40,1300,2,2,2,2,2,2,2,2
1,1982,1,24,235,1,5,3,5,3,2,0,98,1,1500,300,300,45,1500,2,1,1,2,2,2,2,2
1,1979,1,26,609,1,5,2,5,2,3,0,98,1,1300,250,250,45,1300,1,2,1,2,2,2,2,1
1,1981,1,28,311,2,5,3,4,2,5,2,1,1,600,200,200,25,600,2,2,2,2,2,2,2,2
2,1974,1,32,517,4,5,2,5,2,4,2,98,2,2000,150,150,40,1200,1,2,1,2,2,2,2,1
1,1983,1,24,436,2,6,2,5,1,1,1,2,3,2300,0,200,40,1200,1,1,1,2,2,2,2,1
1,1976,1,34,330,2,5,2,3,8,4,0,1,1,1000,200,400,40,1000,1,2,2,2,2,2,2,1
1,1970,1,32,344,2,6,3,4,1,3,2,1,1,800,200,500,50,800,1,2,2,2,2,2,2,2
1,1981,1,21,419,2,6,1,4,1,3,2,1,1,2000,500,500,50,2000,1,2,2,2,2,2,2,2
1,1964,1,30,419,2,5,2,5,1,1,2,1,4,3000,500,600,40,850,1,1,1,2,2,2,2,1
