D1,D2,D3,Eta_arrivo_Italia,D7,D8,D9,D9b,D10,D11,D12,D20a,D23,D25,D26,D27a,D27b,D29,D32,D35a,D35b,D35c,D35d,D35e,D35f,D35g,D36
1,1978,1,27,409,2,5,2,4,1,3,3,1,5,1300,50,100,40,1300,1,1,2,1,2,2,2,2
2,1981,1,27,254,4,4,,4,2,3,1,98,2,300,0,0,8,300,1,1,2,2,2,2,2,1
2,1966,1,35,443,4,3,2,4,2,3,2,98,1,1200,300,300,40,1200,1,1,2,2,2,2,2,1
1,1987,1,21,305,2,1,,4,1,3,3,1,5,1300,100,200,40,1300,1,1,2,2,2,2,2,1
1,1974,1,36,450,2,3,2,4,1,3,1,2,2,2800,250,250,40,1200,1,1,2,2,2,2,2,1
1,1974,1,30,404,2,3,,4,1,3,0,1,2,2400,200,300,40,1200,1,2,2,2,2,2,2,1
1,1980,1,26,524,1,3,2,3,5,7,1,98,1,200,0,0,20,200,2,1,2,2,2,2,1,2
1,1980,1,28,409,1,3,,4,2,9,1,3,2,1600,100,100,25,600,2,2,2,2,2,2,1,2
2,1979,1,30,243,4,1,,4,3,8,2,98,1,900,500,500,60,900,2,2,2,2,2,2,2,2
2,1966,1,34,254,3,1,,4,2,3,3,98,2,600,0,0,10,150,1,2,2,2,2,2,2,1
1,1965,1,32,323,2,4,,5,2,1,5,1,5,2500,0,600,50,2000,1,2,2,2,2,2,2,1
1,1991,1,19,201,1,4,2,5,2,3,0,98,1,1200,600,600,47,1200,1,2,2,2,2,2,2,1
2,1971,1,28,409,2,3,2,5,5,1,2,1,4,2700,150,300,40,1300,1,2,2,2,2,2,2,1
2,1980,1,25,608,2,3,2,4,2,3,2,1,4,1000,0,0,40,1000,1,2,2,2,2,2,2,2
1,1979,1,31,235,1,5,1,5,3,2,0,98,1,1300,100,100,40,1300,1,2,2,2,2,2,2,1
2,1980,1,22,305,2,4,,5,7,1,2,1,4,800,0,0,20,600,1,2,2,2,2,2,2,2
2,1979,1,30,436,2,5,,4,1,3,3,1,5,3200,200,300,24,800,1,2,2,2,2,2,2,1
2,1985,1,10,409,2,4,,5,2,1,0,2,2,2000,200,200,40,900,1,2,2,2,2,2,2,2
2,1983,1,26,404,1,4,3,5,1,3,1,1,5,3700,300,300,20,600,1,1,2,2,2,2,2,2
2,1970,1,32,450,2,1,,5,1,1,3,1,5,1300,0,0,40,1100,1,1,2,2,2,2,2,1
1,1984,1,26,201,2,3,4,4,3,3,0,2,2,2500,100,100,40,1300,1,2,2,2,2,2,2,1
1,1978,1,32,435,1,1,,4,1,4,0,3,2,800,0,0,30,200,2,2,2,2,2,2,2,2
1,1978,1,32,323,2,3,4,3,2,6,3,1,1,1100,600,600,48,1100,2,2,2,2,2,2,2,2
2,1975,1,32,423,2,3,2,4,2,3,2,1,4,2000,100,200,40,1000,1,1,2,2,2,2,2,1
2,1976,1,26,409,2,2,2,4,2,3,4,1,6,1300,0,0,40,1100,1,2,2,2,2,2,2,1
2,1988,1,19,401,2,2,3,4,1,3,2,1,4,1800,100,250,20,600,1,2,2,2,2,2,2,1
1,1982,1,27,411,2,6,2,4,2,1,0,2,2,2500,300,300,48,1500,1,2,2,2,2,2,2,1
1,1976,1,32,615,4,4,,4,2,4,2,98,1,1300,1000,1000,40,1300,1,1,2,2,2,2,2,1
1,1988,1,7,450,1,5,,5,1,1,0,2,2,2050,0,0,40,1000,1,2,2,2,2,2,2,2
1,1986,2,,450,1,5,,5,1,1,0,98,1,1500,0,0,60,1500,1,2,2,2,2,2,2,2
1,1976,1,32,460,1,1,,4,1,5,2,1,3,1500,100,200,48,1200,1,1,2,2,2,2,2,2
2,1981,1,26,235,4,5,,4,3,2,2,2,2,1200,200,200,40,1200,1,1,2,2,2,2,2,2
1,1971,1,31,344,2,2,2,4,1,1,4,1,6,1500,0,0,60,1500,1,1,2,2,2,2,2,1
1,1985,1,20,435,4,4,,4,1,3,2,3,4,1500,50,100,5,250,1,1,2,2,2,2,2,1
2,1974,1,31,602,4,4,,4,5,3,3,98,4,1400,0,0,40,1200,1,1,2,2,2,2,2,1
1,1980,1,24,201,2,3,3,5,2,1,2,2,4,3000,150,150,48,1900,1,2,2,2,2,2,2,1
1,1972,1,27,344,2,3,3,4,1,3,2,1,4,1600,0,100,48,1600,1,1,2,2,2,2,2,1
2,1977,1,26,411,2,2,3,4,2,3,3,1,5,2000,50,100,10,600,1,1,2,2,2,2,2,1
1,1984,1,15,201,2,3,3,5,1,3,1,1,5,1800,0,0,48,1800,2,2,2,2,2,2,2,2
1,1976,1,19,344,2,3,3,5,1,3,3,1,5,2500,0,200,50,2000,1,2,2,2,2,2,2,1
1,1983,1,17,330,2,5,3,3,9,3,2,1,4,1700,0,200,40,1700,2,2,2,2,2,2,2,2
2,1979,1,20,201,2,5,4,5,1,3,2,1,6,1800,0,0,40,1800,1,2,2,2,2,2,2,1
1,1988,1,13,330,2,5,2,4,9,3,2,1,1,1300,300,300,48,1300,2,2,2,2,2,2,2,2
2,1968,1,36,243,2,4,4,4,3,4,1,1,1,900,200,200,45,900,1,2,1,2,2,2,2,1
2,1987,1,8,235,2,6,,5,3,1,1,1,4,2000,0,50,45,1300,2,2,2,2,2,2,2,1
2,1982,1,17,243,2,5,4,5,3,1,0,2,2,2500,100,100,48,1400,1,2,1,1,2,2,2,1
1,1984,1,14,235,2,4,4,5,3,1,2,1,4,2000,0,0,45,1600,2,2,2,2,2,2,2,2
1,1964,1,35,419,2,4,3,4,1,4,2,1,4,1700,0,0,70,1700,1,2,2,2,2,2,2,2
2,1977,1,23,235,2,4,2,5,3,2,1,3,3,2000,0,0,55,1000,1,1,2,2,2,2,2,1
2,1968,1,32,311,2,4,2,4,3,4,2,1,4,2300,0,0,60,1100,1,2,1,2,2,2,2,2
2,1982,1,22,254,2,5,4,4,3,3,2,1,4,1800,0,0,25,450,1,2,1,2,2,2,2,1
2,1978,1,26,605,4,4,2,4,2,1,0,98,1,1000,200,200,40,1000,1,2,1,2,2,2,2,1
2,1978,1,27,235,4,5,4,5,3,2,1,98,2,1300,0,0,50,1300,1,2,1,2,1,2,2,1
1,1974,1,31,608,2,4,4,4,6,4,1,1,3,1200,0,0,60,1200,2,2,2,2,2,2,2,2
2,1968,1,32,609,2,5,2,5,2,3,3,1,5,3400,50,100,39,1050,1,2,2,2,2,2,2,1
1,1997,1,8,436,2,5,4,5,1,3,0,1,2,1600,0,150,39,1600,1,2,2,2,2,2,2,2
1,1988,1,16,436,1,3,1,5,1,3,0,98,6,2900,0,100,39,1600,2,2,2,2,2,2,2,2
1,1969,1,31,201,2,3,,5,11,3,3,1,5,1800,0,100,40,1800,1,2,1,2,2,2,2,1
2,1980,1,25,235,2,4,2,5,3,2,0,1,2,1700,0,200,20,400,1,2,1,2,2,2,2,1
2,1968,1,40,609,4,5,2,4,2,4,1,98,2,900,0,0,50,900,1,2,2,2,2,2,2,2
2,1970,1,37,608,2,3,2,4,2,4,1,1,3,1600,0,0,50,900,1,2,2,2,2,2,2,1
2,1986,1,17,272,2,3,2,4,2,3,1,3,3,1500,0,0,15,250,1,2,1,2,2,2,2,1
1,1978,1,22,235,2,4,2,5,3,1,1,1,3,2700,0,0,50,1700,1,1,2,2,2,2,2,2
2,1985,1,23,423,1,3,2,3,1,4,0,98,1,1000,150,150,70,1000,1,2,2,2,2,2,2,2
1,1971,1,32,615,2,5,2,4,2,5,1,1,3,1200,0,0,50,1100,1,2,2,2,2,2,2,2
2,1979,1,26,323,2,5,3,4,2,4,2,1,4,2000,0,0,36,1000,1,2,1,2,2,2,2,2
1,1981,1,17,201,2,4,3,5,1,3,1,1,5,2300,0,100,40,2300,2,2,2,2,2,2,2,2
2,1982,1,20,252,2,5,2,5,1,3,2,1,6,2500,0,0,10,300,1,2,2,2,2,2,2,1
1,1977,1,23,450,2,5,,4,1,3,2,1,4,1600,0,50,39,1600,1,2,1,2,2,2,2,2
1,1981,1,23,458,2,2,1,4,1,3,2,1,4,1100,0,0,50,1100,2,2,2,2,2,2,2,2
2,1972,1,23,272,4,3,3,4,1,3,5,98,5,1300,0,0,20,600,1,2,2,2,2,2,2,1
2,1984,1,24,250,2,5,1,5,2,2,0,2,3,3100,100,100,38,1100,1,2,2,2,2,2,2,1
2,1973,1,30,323,2,5,1,5,2,3,3,1,5,3000,0,300,25,1200,1,2,2,2,2,2,2,1
2,1988,1,17,245,1,3,3,4,3,4,0,98,1,1200,300,300,48,1200,1,2,2,2,2,2,2,2
2,1983,1,19,245,1,5,3,5,3,4,0,98,1,1000,400,400,45,1000,1,2,2,2,2,2,2,2
1,1987,1,25,243,2,4,3,5,2,4,2,1,1,2000,0,500,40,2000,1,2,2,2,2,2,2,2
2,1988,1,18,615,1,5,2,5,2,3,0,98,1,1350,0,0,40,1350,2,2,2,2,2,2,2,1
2,1982,1,30,516,1,2,3,3,2,4,0,98,1,800,0,0,60,800,2,2,2,2,2,2,2,2
1,1985,1,20,460,1,3,3,3,1,4,0,98,1,900,300,300,40,900,1,2,2,2,2,2,2,2
1,1978,1,28,460,2,3,3,3,1,3,3,1,5,2000,100,100,40,2000,1,2,2,2,2,2,2,1
1,1980,1,31,201,1,3,3,4,3,4,0,98,1,1100,200,200,40,1100,1,2,2,2,2,2,2,2
1,1968,1,20,460,2,4,1,4,1,1,4,1,6,2000,200,200,30,2000,1,1,1,1,2,2,2,1
1,1965,1,24,337,2,5,3,4,1,1,4,1,6,2500,50,100,45,1800,1,2,2,2,2,2,2,1
1,1969,1,23,419,2,4,1,3,1,3,3,1,4,1000,0,0,24,1000,1,2,2,2,2,2,2,1
1,1979,1,32,337,1,3,3,4,1,4,0,98,1,1100,200,200,45,1100,2,2,2,2,2,2,2,2
1,1978,1,28,460,2,3,3,3,1,3,3,1,5,2000,200,200,40,2000,1,1,2,2,2,2,2,1
2,1975,1,30,351,2,2,3,3,1,3,2,1,4,1700,0,100,8,300,2,2,2,2,2,2,2,2
2,1965,1,37,243,4,5,2,5,3,3,1,98,2,2100,150,150,34,1300,1,2,2,2,2,2,2,1
1,1987,1,25,249,1,3,3,4,2,2,0,98,1,950,0,0,40,950,1,2,2,2,2,2,2,2
1,1989,1,26,201,1,3,4,2,3,8,0,98,1,500,0,0,20,500,2,2,2,2,2,2,2,2
1,1964,1,34,337,2,1,,5,1,3,5,1,7,3500,0,0,40,3500,1,1,1,2,1,2,2,2
2,1985,1,26,254,1,3,3,3,2,4,0,98,1,850,350,350,50,850,2,2,2,2,2,2,2,2
1,1974,1,23,419,2,6,1,5,1,3,2,2,5,2000,500,500,30,2000,1,1,1,2,2,2,2,2
1,1970,1,32,254,2,6,2,5,3,3,2,1,4,2000,0,100,40,1600,1,2,2,2,2,2,2,2
1,1977,1,25,419,2,4,1,3,1,3,3,1,5,1500,0,0,40,1500,1,1,2,2,2,2,2,1
1,1984,1,20,436,2,5,3,4,1,3,0,1,2,1400,0,250,35,1400,1,1,2,2,2,2,2,1
1,1971,1,27,436,2,5,2,3,1,3,2,1,5,1200,0,100,39,1200,1,2,2,2,2,2,2,1
1,1980,1,24,436,1,3,,2,1,4,0,98,2,800,100,100,26,800,2,2,2,2,2,2,2,2
1,1963,1,37,436,2,1,,4,1,3,3,1,5,1500,100,100,20,1500,1,2,2,2,2,2,2,1
1,1970,1,21,323,2,3,3,3,2,3,3,1,4,2500,0,0,40,1700,1,2,2,2,2,2,2,1
1,1990,1,15,351,1,3,1,5,1,5,0,98,1,1250,0,0,42,1250,2,2,2,2,2,2,2,1
1,1973,1,25,436,2,6,2,3,1,3,1,1,1,1400,200,200,40,1400,1,2,2,2,2,2,2,1
1,1967,1,23,436,2,5,1,4,1,5,3,1,5,400,0,0,20,400,1,2,2,2,2,2,2,2
1,1959,1,27,436,2,2,3,3,1,3,5,1,3,900,0,0,25,300,1,2,2,2,2,2,2,1
1,1979,1,21,436,2,2,3,3,1,3,2,1,4,1400,0,0,25,1400,1,2,2,2,2,2,2,1
1,1979,1,21,419,2,5,3,3,1,3,3,1,1,500,100,100,25,500,1,2,2,2,2,2,2,1
1,1985,1,5,419,2,5,3,4,1,3,3,1,1,800,200,200,30,800,1,2,2,2,2,2,2,1
2,1973,1,32,323,2,5,2,4,5,4,2,1,4,1700,0,600,16,550,1,2,2,2,2,2,2,2
2,1977,1,34,323,2,5,1,4,5,4,1,1,3,2200,0,250,45,1000,1,2,2,2,2,2,2,1
2,1957,1,37,323,3,6,2,5,2,3,2,98,4,1900,0,200,6,250,2,2,2,2,2,2,2,1
2,1968,1,38,323,4,5,2,3,2,4,2,98,1,1200,500,500,34,1200,2,2,2,2,2,2,2,2
1,1990,1,17,323,2,5,2,3,2,4,0,1,6,3800,500,500,48,1000,1,2,2,2,2,2,2,1
2,1953,1,26,323,1,6,2,5,5,1,0,98,1,1000,300,300,28,1000,1,2,1,2,1,2,2,1
2,1974,1,39,323,2,6,2,2,6,4,0,1,4,3600,0,500,15,600,1,2,2,2,2,2,2,1
2,1950,1,29,323,1,6,2,5,6,3,1,98,2,1800,0,0,20,1000,1,2,2,2,2,2,2,1
1,1982,1,28,305,2,5,2,4,1,4,1,1,1,950,150,150,24,950,2,2,2,2,2,2,2,2
1,1969,1,39,436,2,4,3,5,1,4,3,1,5,4000,0,200,50,1500,1,2,2,2,2,2,2,1
2,1968,1,37,460,2,5,2,5,1,3,2,1,4,5000,0,500,48,1200,1,2,2,2,2,2,2,1
2,1988,1,12,314,1,6,,5,7,4,0,98,4,2000,0,100,30,800,2,2,2,2,2,2,2,1
1,1986,1,23,330,2,3,,3,8,4,0,1,1,1200,200,200,48,1200,2,2,2,2,2,2,2,2
1,1987,1,15,323,2,3,1,3,2,4,0,1,6,3500,300,500,48,1200,1,2,2,2,2,2,2,1
2,1977,1,28,436,1,5,2,5,1,3,0,98,1,1500,200,200,40,1500,1,2,1,2,2,2,2,1
1,1978,1,21,330,2,3,3,5,9,3,2,1,4,1450,0,50,35,1450,2,2,2,2,2,2,2,1
1,1988,1,25,201,1,6,4,5,11,4,0,98,5,2500,0,0,12,400,2,2,2,2,2,2,2,2
1,1971,1,39,311,1,5,,3,7,4,0,98,1,600,50,50,20,600,2,2,2,2,2,2,2,2
2,1970,1,30,615,1,3,3,5,2,3,1,1,3,2200,100,100,30,800,1,2,1,2,2,2,2,1
1,1949,1,56,358,2,5,3,4,3,3,2,3,2,1350,0,0,40,1350,1,2,1,2,2,2,2,2
1,1973,1,27,406,2,2,3,3,1,3,1,1,1,1300,300,300,20,1300,2,2,2,2,2,2,2,2
1,1978,1,23,201,2,3,3,5,11,3,1,1,3,2500,0,150,40,1900,2,2,2,2,2,2,2,2
1,1987,1,17,460,2,5,1,5,1,3,0,2,2,3200,100,100,50,1500,1,2,1,2,2,2,2,2
1,1979,1,25,351,2,5,3,5,1,3,2,1,4,1580,0,0,42,1580,1,2,1,2,2,2,2,1
2,1977,1,24,436,2,3,3,4,1,4,1,1,3,1300,50,100,6,150,2,2,2,2,2,2,2,1
1,1972,1,30,436,2,5,2,5,1,3,3,1,5,1000,0,0,40,1000,2,2,2,2,2,2,2,1
1,1965,1,40,254,2,5,2,5,3,3,2,1,2,1300,0,200,20,1000,1,2,1,2,2,2,2,1
1,1982,1,21,235,1,5,3,5,3,2,0,1,2,2900,200,200,42,1550,2,2,2,2,2,2,2,2
2,1972,1,31,423,2,3,3,4,5,3,3,1,5,1800,0,100,8,250,1,1,2,2,2,2,2,1
1,1964,1,38,609,2,3,3,4,2,3,0,1,5,3800,100,150,42,1600,1,2,2,2,2,2,2,1
1,1977,1,18,235,2,5,2,5,4,2,1,2,3,2500,100,100,40,1100,2,2,2,2,2,2,2,2
2,1982,1,18,423,,5,2,4,5,3,2,1,3,1100,0,0,20,900,1,2,1,2,2,2,2,1
2,1967,1,35,404,1,5,2,5,2,3,1,98,1,1700,100,100,39,1500,1,2,1,2,2,2,2,1
1,1969,1,34,604,2,5,2,5,2,3,1,1,3,2500,50,100,39,1550,2,2,2,2,2,2,2,1
1,1971,1,29,460,2,6,2,5,1,3,3,1,7,1900,0,0,50,1900,1,2,1,2,2,2,2,2
1,1981,1,22,314,2,3,3,3,7,3,2,1,4,1600,0,100,25,850,2,2,2,2,2,2,2,2
2,1993,1,13,271,1,4,,5,3,5,0,98,4,2300,0,0,30,600,2,2,2,2,2,2,2,1
2,1970,1,31,201,2,6,1,5,11,3,0,2,2,2700,200,200,42,1600,2,2,2,2,2,2,2,1
1,1986,1,12,423,1,4,,5,6,5,0,98,1,600,0,0,24,600,2,2,2,2,2,2,2,2
1,1971,1,27,272,2,2,3,4,1,3,2,3,4,1800,0,100,40,1500,1,1,1,2,2,2,2,1
2,1989,1,20,517,1,3,3,4,2,5,0,1,2,1800,100,100,10,300,1,2,1,2,2,2,2,1
1,1986,1,22,201,1,5,3,5,1,4,1,1,6,2500,0,150,50,1500,1,1,2,2,2,2,2,2
2,1974,1,31,436,2,6,2,5,1,3,2,1,4,2700,100,150,39,1250,1,2,1,2,2,2,2,1
2,1963,1,47,514,,3,3,4,2,4,2,1,2,1200,0,100,18,650,1,2,1,2,2,2,2,1
1,1991,1,18,305,2,5,,3,8,4,1,1,1,1300,250,250,40,1300,1,2,2,2,2,2,2,2
1,1986,1,25,344,1,5,3,4,1,5,0,98,1,800,50,50,50,800,2,2,2,2,2,2,2,2
2,1984,1,24,443,1,5,3,4,5,4,0,3,2,1800,100,100,42,600,1,2,2,2,2,2,2,1
1,1989,1,19,344,1,4,3,4,1,5,0,98,1,850,150,150,40,800,2,2,2,2,2,2,2,2
2,1948,1,60,608,1,5,2,4,6,4,1,98,1,620,100,100,30,620,1,2,2,2,2,2,2,1
2,1983,1,29,311,2,3,3,4,2,4,0,1,1,1000,200,200,54,1000,2,2,2,2,2,2,2,2
2,1981,1,26,243,4,5,3,5,3,4,1,98,2,850,0,0,30,850,2,2,2,2,2,2,2,1
1,1990,1,4,252,1,5,,5,1,4,0,98,5,2500,0,100,10,400,2,2,2,2,2,2,2,2
1,1995,1,10,419,1,4,,5,1,4,0,98,5,3000,0,250,39,950,2,2,2,2,2,2,2,2
1,1967,1,30,450,2,5,3,4,1,5,3,1,5,2000,0,50,25,850,1,2,2,2,2,2,2,2
1,1975,1,22,450,2,5,2,4,1,4,3,1,1,850,150,150,50,850,2,2,2,2,2,2,2,2
1,1992,1,9,272,1,4,,5,1,4,0,98,1,1300,250,250,35,1300,1,1,2,2,2,2,2,2
2,1972,1,26,436,2,5,3,3,1,1,1,1,1,1000,0,0,45,1000,1,2,2,2,2,2,2,1
2,1986,1,19,460,2,3,1,4,1,3,3,1,5,700,0,0,18,700,1,2,1,2,2,2,2,1
1,1962,1,24,460,2,3,1,3,1,3,4,1,6,600,0,0,55,600,1,2,2,2,2,2,2,1
1,1983,1,18,235,2,3,3,4,3,2,0,1,2,1500,0,0,50,1500,1,2,1,2,2,2,2,1
1,1979,1,24,419,2,5,2,5,1,4,1,1,1,1500,500,500,40,1500,2,2,2,2,2,2,2,1
2,1953,1,47,243,2,4,2,3,2,3,2,1,1,900,0,0,54,900,1,1,2,2,1,2,2,1
1,1954,1,36,450,2,3,2,5,1,4,3,1,1,100,50,50,42,100,2,1,2,2,2,2,2,1
1,1967,1,31,235,2,5,1,5,11,2,2,1,3,1800,50,300,54,1500,1,2,2,2,2,2,2,1
2,1985,1,25,605,4,5,2,4,11,1,0,98,1,1800,500,500,60,1800,1,2,1,1,2,2,2,1
1,1978,1,22,235,2,5,3,5,6,2,5,1,7,1800,0,0,45,1800,1,2,2,2,2,2,2,1
2,1985,1,20,235,2,5,4,5,3,2,1,1,3,2400,0,0,25,700,1,2,1,1,2,2,2,1
2,1964,1,37,201,2,6,3,4,11,3,2,1,4,1300,0,0,16,400,1,2,2,2,2,2,2,1
1,1992,1,11,615,1,3,3,4,2,3,0,98,1,1100,0,0,45,1100,1,2,1,2,2,2,2,1
1,1984,1,24,436,2,6,1,4,1,3,0,1,2,1400,0,0,48,1400,1,2,2,2,2,2,2,1
1,1986,1,20,436,2,2,2,3,1,3,1,1,3,1000,0,0,45,1000,1,1,2,2,2,2,2,2
2,1960,1,35,271,4,4,1,5,10,3,3,98,3,2500,50,50,45,1600,1,2,1,1,2,2,2,1
1,1985,1,20,436,2,5,2,3,1,4,1,1,3,900,0,0,36,900,1,1,1,1,2,2,2,1
1,1986,1,14,423,2,5,1,5,11,3,1,2,3,2800,100,100,40,1500,1,1,2,2,2,2,2,2
1,1989,1,22,351,1,5,3,4,1,4,0,98,1,1600,0,0,40,1600,2,2,2,2,2,2,2,2
2,1978,1,28,314,2,3,2,2,7,5,2,1,4,2900,200,400,50,1300,1,1,2,2,2,2,2,2
1,1970,1,25,330,2,6,2,5,9,1,1,1,3,1000,0,0,30,1000,1,2,1,2,2,2,2,1
1,1955,1,41,201,2,3,3,5,11,3,3,1,3,2000,0,0,58,2000,1,2,2,2,2,2,2,1
1,1982,1,15,201,2,3,2,5,1,3,3,1,5,2000,30,30,60,1800,2,2,2,2,2,2,2,1
1,1980,1,24,314,2,5,3,5,5,3,2,1,6,3000,100,100,45,2000,1,1,2,2,1,2,2,1
1,1981,1,26,201,2,3,2,5,1,4,1,1,3,1200,0,0,40,1200,1,2,2,2,2,2,2,1
1,1965,1,24,460,1,3,3,4,1,4,0,98,1,800,0,0,40,800,2,2,2,2,2,2,2,2
1,1963,1,29,201,2,3,1,5,2,3,2,1,4,3000,50,50,45,2000,1,1,1,2,2,2,2,1
1,1967,1,23,436,2,3,2,5,1,4,3,1,5,1200,0,0,25,1000,1,1,1,2,2,2,2,1
2,1977,1,27,615,2,5,1,5,2,3,2,1,4,2400,400,500,40,1500,1,2,1,1,2,2,2,1
2,1974,1,29,615,4,6,1,5,2,3,1,98,2,2500,200,200,50,2000,1,2,1,2,2,2,2,2
2,1975,1,27,615,4,5,3,3,2,3,0,1,2,2000,300,600,45,900,1,2,1,1,2,2,2,1
1,1989,1,24,301,1,3,3,3,1,4,0,98,1,500,100,100,30,500,1,2,2,1,2,2,2,2
1,1993,1,21,301,1,2,3,3,1,4,0,98,1,500,0,0,30,500,1,2,2,2,2,2,2,2
1,1979,1,29,436,2,5,3,4,1,3,1,1,3,900,0,0,37,900,1,2,2,2,2,2,2,1
1,1960,1,32,436,2,5,2,4,1,1,4,1,6,2000,0,0,40,2000,1,2,1,2,2,2,2,1
2,1972,1,26,436,2,3,3,3,1,3,2,1,4,700,0,0,20,700,1,1,1,2,1,2,2,1
1,1986,1,21,419,2,4,3,3,1,1,4,1,6,1000,0,0,84,1000,1,2,1,2,2,2,2,2
1,1982,1,13,201,2,5,,5,3,3,1,2,3,2500,0,0,40,1350,1,1,1,2,2,2,2,2
1,1975,1,29,314,2,3,2,3,11,3,2,1,2,3000,0,250,70,1500,1,2,2,2,2,2,2,2
2,1990,1,13,514,2,5,,5,2,1,1,2,3,2500,0,0,20,650,1,2,1,2,2,2,2,2
1,1980,1,24,330,2,5,4,4,9,3,3,1,7,1800,0,50,45,1500,1,2,2,2,2,2,2,2
2,1970,1,38,314,2,3,2,2,5,4,3,1,5,5500,200,350,60,2000,1,1,1,2,2,2,1,1
2,1981,1,26,314,2,3,2,1,7,4,2,1,2,3000,200,1000,60,1500,1,2,2,2,2,2,2,2
1,1995,1,16,419,1,4,,5,3,4,0,2,1,900,100,100,50,900,1,1,2,2,2,2,2,2
2,1984,1,21,235,2,3,3,3,3,2,1,1,3,2500,50,150,50,1200,2,2,2,1,2,2,2,2
2,1978,1,23,443,4,3,2,4,2,1,1,98,2,500,50,50,20,500,1,2,2,2,2,2,2,2
1,1967,1,31,436,2,3,4,3,1,3,3,1,5,1300,0,0,60,1300,1,1,1,2,2,2,2,2
1,1983,1,23,436,2,3,3,3,1,3,2,1,1,1000,0,0,60,1000,1,2,2,2,2,2,2,1
1,1979,1,34,411,2,6,2,3,10,5,0,1,1,600,100,100,25,600,1,2,2,2,2,2,2,2
2,1969,1,38,323,1,5,3,4,6,5,0,98,1,900,200,200,70,900,2,2,2,2,2,2,2,2
1,1980,1,27,344,2,3,4,3,1,4,1,1,1,1600,300,300,50,1600,2,2,2,2,2,2,2,2
1,1970,1,27,436,2,3,4,3,1,3,3,1,5,1200,0,0,40,1200,1,2,1,2,1,2,2,1
2,1973,1,22,436,2,5,2,5,1,3,3,1,5,1400,200,200,40,1400,1,2,2,2,2,2,2,1
2,1979,1,24,249,2,6,3,5,3,1,2,1,4,2500,0,0,5,250,1,1,1,1,1,2,2,1
1,1978,1,26,314,2,3,2,2,7,3,2,1,2,2500,400,500,40,1250,1,1,2,2,2,2,2,2
1,1980,1,19,301,2,1,,3,1,1,3,1,5,2500,300,300,50,2500,1,1,1,2,2,2,2,2
1,1991,1,0,409,1,4,,5,1,1,0,98,5,2100,300,600,46,1100,2,2,2,2,2,2,2,2
1,1998,1,12,424,2,4,1,4,1,4,0,2,2,1600,100,100,25,600,2,2,2,2,2,2,2,2
1,1990,1,13,201,2,4,,4,1,2,1,1,4,2300,300,300,40,1300,2,2,2,2,2,2,2,2
1,1965,1,34,201,2,2,1,3,1,2,1,1,3,2300,300,300,40,1000,2,1,2,2,2,2,2,2
1,1985,1,21,463,2,1,,3,1,3,1,1,4,1300,0,0,40,1300,2,2,2,2,2,2,2,2
2,1972,1,21,516,4,3,1,5,2,3,4,98,3,1500,50,50,45,1500,1,2,2,2,2,2,2,2
1,1984,1,6,436,2,4,1,5,1,1,2,1,4,2400,0,0,48,1200,1,2,2,2,2,2,2,1
2,1969,1,23,330,4,3,3,4,11,3,2,98,3,2000,0,0,47,2000,1,1,2,2,2,2,2,1
1,1985,1,14,419,1,4,1,5,1,3,0,98,1,1800,50,50,40,1800,1,2,2,2,2,2,2,1
1,1980,1,20,401,2,5,1,4,1,3,3,1,5,1500,100,100,45,1500,1,2,2,2,2,2,2,2
2,1980,1,21,243,1,3,3,3,11,3,0,98,1,1000,0,0,50,1000,1,2,2,2,2,2,2,1
2,1995,1,11,243,1,5,,5,3,1,0,98,4,5000,0,0,18,500,1,2,2,2,2,2,2,1
1,1989,1,26,332,2,3,2,2,1,6,1,3,1,300,100,100,15,300,2,2,2,2,2,2,1,2
1,1994,1,10,419,1,4,,5,1,1,0,98,5,3000,0,50,30,800,2,1,2,2,2,2,2,2
1,1990,1,13,518,1,3,1,4,1,3,0,98,1,1300,0,0,45,1300,2,2,2,2,2,2,2,2
2,1991,1,10,615,1,5,,5,5,1,0,98,4,3500,0,50,40,1000,1,2,2,2,2,2,2,1
1,1975,1,33,351,2,3,1,5,1,3,2,1,4,2000,100,100,50,2000,2,2,2,2,2,2,2,2
1,1968,1,27,253,2,3,1,5,1,3,3,1,5,2000,100,100,45,2000,1,2,2,2,2,2,2,2
1,1959,1,31,201,4,6,1,5,11,1,0,98,1,550,0,0,18,550,1,1,1,2,1,2,1,2
1,1977,1,22,458,2,3,2,5,2,1,2,1,4,2000,100,100,40,1200,1,1,1,2,1,2,1,2
1,1977,1,23,272,2,3,3,4,1,3,3,1,5,1450,0,0,45,1450,1,1,1,2,1,2,1,2
1,1974,1,28,436,2,4,2,5,1,3,2,1,4,1100,0,0,40,1100,1,1,1,2,1,2,1,2
1,1976,1,23,460,4,2,4,4,1,3,2,3,1,1300,0,0,25,1300,1,1,1,1,1,2,2,2
1,1979,1,23,311,2,6,2,5,9,3,2,1,4,2100,100,100,50,2100,1,1,1,1,1,2,2,2
2,1983,1,22,609,2,3,1,5,5,1,2,1,5,3000,0,0,36,1000,1,2,2,2,2,2,2,1
1,1982,1,29,201,2,3,4,4,1,4,1,1,3,2000,50,50,50,2000,2,2,2,2,2,2,2,2
1,1975,1,24,460,2,6,1,5,1,3,3,1,5,2300,100,100,42,2300,1,2,2,2,2,2,2,1
